DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,22: 22,2: Victoria,A: Annual,2018,47913,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,22: 22,2: Victoria,A: Annual,2019,48223,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,22: 22,2: Victoria,A: Annual,2020,46433,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,22: 22,2: Victoria,A: Annual,2021,43104,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,4: 4,8: Australian Capital Territory,A: Annual,2017,2779,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,4: 4,8: Australian Capital Territory,A: Annual,2018,2722,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,4: 4,8: Australian Capital Territory,A: Annual,2019,2835,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,4: 4,8: Australian Capital Territory,A: Annual,2020,2853,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,4: 4,8: Australian Capital Territory,A: Annual,2021,2770,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,44: 44,2: Victoria,A: Annual,2017,42878,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,44: 44,2: Victoria,A: Annual,2018,42631,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,44: 44,2: Victoria,A: Annual,2019,41854,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,44: 44,2: Victoria,A: Annual,2020,41238,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,44: 44,2: Victoria,A: Annual,2021,41328,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,21: 21,1: New South Wales,A: Annual,2017,52757,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,21: 21,1: New South Wales,A: Annual,2018,53458,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,21: 21,1: New South Wales,A: Annual,2019,54296,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,21: 21,1: New South Wales,A: Annual,2020,53522,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,21: 21,1: New South Wales,A: Annual,2021,52438,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,78: 78,AUS: Australia,A: Annual,2017,59416,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,78: 78,AUS: Australia,A: Annual,2018,62032,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,78: 78,AUS: Australia,A: Annual,2019,63809,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,78: 78,AUS: Australia,A: Annual,2020,68669,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,78: 78,AUS: Australia,A: Annual,2021,68486,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,31: 31,AUS: Australia,A: Annual,2017,186700,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,31: 31,AUS: Australia,A: Annual,2018,187597,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,31: 31,AUS: Australia,A: Annual,2019,191207,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,31: 31,AUS: Australia,A: Annual,2020,193229,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,31: 31,AUS: Australia,A: Annual,2021,193560,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,63: 63,7: Northern Territory,A: Annual,2017,1082,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,63: 63,7: Northern Territory,A: Annual,2018,1112,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,63: 63,7: Northern Territory,A: Annual,2019,1118,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,63: 63,7: Northern Territory,A: Annual,2020,1136,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,63: 63,7: Northern Territory,A: Annual,2021,1114,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,62: 62,7: Northern Territory,A: Annual,2017,1161,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,62: 62,7: Northern Territory,A: Annual,2018,1180,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,62: 62,7: Northern Territory,A: Annual,2019,1143,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,62: 62,7: Northern Territory,A: Annual,2020,1158,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,62: 62,7: Northern Territory,A: Annual,2021,1215,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,7: Northern Territory,A: Annual,2017,88,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,7: Northern Territory,A: Annual,2018,91,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,7: Northern Territory,A: Annual,2019,87,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,7: Northern Territory,A: Annual,2020,93,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,7: Northern Territory,A: Annual,2021,105,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,3: Queensland,A: Annual,2017,31807,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,3: Queensland,A: Annual,2018,32862,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,3: Queensland,A: Annual,2019,35425,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,3: Queensland,A: Annual,2020,35359,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,3: Queensland,A: Annual,2021,34895,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,A99: 100+ years,7: Northern Territory,A: Annual,2017,0,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,A99: 100+ years,7: Northern Territory,A: Annual,2018,0,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,A99: 100+ years,7: Northern Territory,A: Annual,2019,0,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,A99: 100+ years,7: Northern Territory,A: Annual,2020,1,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,A99: 100+ years,7: Northern Territory,A: Annual,2021,4,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,99: 99,2: Victoria,A: Annual,2017,537,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,99: 99,2: Victoria,A: Annual,2018,524,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,99: 99,2: Victoria,A: Annual,2019,609,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,99: 99,2: Victoria,A: Annual,2020,655,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,99: 99,2: Victoria,A: Annual,2021,709,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,20: 20,1: New South Wales,A: Annual,2017,49055,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,20: 20,1: New South Wales,A: Annual,2018,49710,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,20: 20,1: New South Wales,A: Annual,2019,49990,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,20: 20,1: New South Wales,A: Annual,2020,49040,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,20: 20,1: New South Wales,A: Annual,2021,45777,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,1: New South Wales,A: Annual,2017,48326,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,1: New South Wales,A: Annual,2018,49577,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,1: New South Wales,A: Annual,2019,53362,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,1: New South Wales,A: Annual,2020,53713,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,48: 48,1: New South Wales,A: Annual,2021,52037,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,87: 87,2: Victoria,A: Annual,2017,9979,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,87: 87,2: Victoria,A: Annual,2018,9757,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,87: 87,2: Victoria,A: Annual,2019,9565,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,87: 87,2: Victoria,A: Annual,2020,9745,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,87: 87,2: Victoria,A: Annual,2021,9791,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,1: New South Wales,A: Annual,2017,59138,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,1: New South Wales,A: Annual,2018,60830,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,1: New South Wales,A: Annual,2019,61010,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,1: New South Wales,A: Annual,2020,59554,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,1: New South Wales,A: Annual,2021,57520,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,6: 6,5: Western Australia,A: Annual,2017,17754,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,6: 6,5: Western Australia,A: Annual,2018,17684,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,6: 6,5: Western Australia,A: Annual,2019,18164,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,6: 6,5: Western Australia,A: Annual,2020,18182,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,6: 6,5: Western Australia,A: Annual,2021,18504,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,80: 80,1: New South Wales,A: Annual,2017,20120,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,80: 80,1: New South Wales,A: Annual,2018,20393,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,80: 80,1: New South Wales,A: Annual,2019,20977,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,80: 80,1: New South Wales,A: Annual,2020,21401,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,80: 80,1: New South Wales,A: Annual,2021,21933,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,94: 94,7: Northern Territory,A: Annual,2017,18,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,94: 94,7: Northern Territory,A: Annual,2018,22,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,94: 94,7: Northern Territory,A: Annual,2019,18,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,94: 94,7: Northern Territory,A: Annual,2020,25,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,94: 94,7: Northern Territory,A: Annual,2021,26,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,29: 29,5: Western Australia,A: Annual,2017,20615,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,29: 29,5: Western Australia,A: Annual,2018,20241,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,29: 29,5: Western Australia,A: Annual,2019,20191,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,29: 29,5: Western Australia,A: Annual,2020,19899,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,29: 29,5: Western Australia,A: Annual,2021,19124,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,58: 58,8: Australian Capital Territory,A: Annual,2017,2115,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,58: 58,8: Australian Capital Territory,A: Annual,2018,2218,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,58: 58,8: Australian Capital Territory,A: Annual,2019,2261,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,58: 58,8: Australian Capital Territory,A: Annual,2020,2341,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,58: 58,8: Australian Capital Territory,A: Annual,2021,2297,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,56: 56,AUS: Australia,A: Annual,2017,153199,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,56: 56,AUS: Australia,A: Annual,2018,154530,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,56: 56,AUS: Australia,A: Annual,2019,155572,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,56: 56,AUS: Australia,A: Annual,2020,154622,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,56: 56,AUS: Australia,A: Annual,2021,150251,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,11: 11,7: Northern Territory,A: Annual,2017,1638,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,11: 11,7: Northern Territory,A: Annual,2018,1633,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,11: 11,7: Northern Territory,A: Annual,2019,1721,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,11: 11,7: Northern Territory,A: Annual,2020,1631,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,11: 11,7: Northern Territory,A: Annual,2021,1667,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,17: 17,7: Northern Territory,A: Annual,2017,1583,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,17: 17,7: Northern Territory,A: Annual,2018,1628,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,17: 17,7: Northern Territory,A: Annual,2019,1519,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,17: 17,7: Northern Territory,A: Annual,2020,1574,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,17: 17,7: Northern Territory,A: Annual,2021,1591,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,1: New South Wales,A: Annual,2017,13894,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,1: New South Wales,A: Annual,2018,13258,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,1: New South Wales,A: Annual,2019,13209,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,1: New South Wales,A: Annual,2020,13184,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,86: 86,1: New South Wales,A: Annual,2021,13889,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,99: 99,2: Victoria,A: Annual,2017,163,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,99: 99,2: Victoria,A: Annual,2018,163,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,99: 99,2: Victoria,A: Annual,2019,209,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,99: 99,2: Victoria,A: Annual,2020,210,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,99: 99,2: Victoria,A: Annual,2021,240,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,29: 29,AUS: Australia,A: Annual,2017,185758,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,29: 29,AUS: Australia,A: Annual,2018,188893,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,29: 29,AUS: Australia,A: Annual,2019,194093,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,29: 29,AUS: Australia,A: Annual,2020,194507,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,29: 29,AUS: Australia,A: Annual,2021,188149,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,3: Queensland,A: Annual,2017,35323,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,3: Queensland,A: Annual,2018,36526,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,3: Queensland,A: Annual,2019,37141,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,3: Queensland,A: Annual,2020,37337,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,28: 28,3: Queensland,A: Annual,2021,36246,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,39: 39,7: Northern Territory,A: Annual,2017,1829,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,39: 39,7: Northern Territory,A: Annual,2018,1875,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,39: 39,7: Northern Territory,A: Annual,2019,1841,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,39: 39,7: Northern Territory,A: Annual,2020,1927,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,39: 39,7: Northern Territory,A: Annual,2021,1881,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,77: 77,7: Northern Territory,A: Annual,2017,314,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,77: 77,7: Northern Territory,A: Annual,2018,332,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,77: 77,7: Northern Territory,A: Annual,2019,345,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,77: 77,7: Northern Territory,A: Annual,2020,344,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,1: Males,77: 77,7: Northern Territory,A: Annual,2021,345,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,90: 90,3: Queensland,A: Annual,2017,4543,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,90: 90,3: Queensland,A: Annual,2018,4739,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,90: 90,3: Queensland,A: Annual,2019,4794,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,90: 90,3: Queensland,A: Annual,2020,4891,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,90: 90,3: Queensland,A: Annual,2021,4890,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,7: 7,5: Western Australia,A: Annual,2017,16858,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,7: 7,5: Western Australia,A: Annual,2018,17152,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,7: 7,5: Western Australia,A: Annual,2019,17121,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,7: 7,5: Western Australia,A: Annual,2020,17370,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,7: 7,5: Western Australia,A: Annual,2021,17545,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,73: 73,5: Western Australia,A: Annual,2017,8500,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,73: 73,5: Western Australia,A: Annual,2018,8708,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,73: 73,5: Western Australia,A: Annual,2019,9171,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,73: 73,5: Western Australia,A: Annual,2020,11614,PSNS: Persons,,
ABS:DEATHS_AGESPECIFIC_OCCURENCEYEAR(1.0.0),1: Population,2: Females,73: 73,5: Western Australia,A: Annual,2021,11414,PSNS: Persons,,
